0.000000000000000000e+00	7.000000000000000000e+00	1.000000000000000000e+00	2.233492220209086110e+00
0.000000000000000000e+00	8.000000000000000000e+00	1.000000000000000000e+00	2.157257378041157470e+00
1.000000000000000000e+00	2.000000000000000000e+00	1.000000000000000000e+00	2.266607760579069542e+00
2.000000000000000000e+00	8.000000000000000000e+00	1.000000000000000000e+00	1.673139238565570786e+00
2.000000000000000000e+00	9.000000000000000000e+00	1.000000000000000000e+00	1.732625909303266099e+00
3.000000000000000000e+00	9.000000000000000000e+00	1.000000000000000000e+00	2.251897748688038270e+00
3.000000000000000000e+00	1.000000000000000000e+01	1.000000000000000000e+00	2.464618434338273545e+00
3.000000000000000000e+00	1.100000000000000000e+01	1.000000000000000000e+00	2.338284063095162679e+00
4.000000000000000000e+00	1.100000000000000000e+01	1.000000000000000000e+00	2.181887035491519189e+00
4.000000000000000000e+00	1.200000000000000000e+01	1.000000000000000000e+00	2.367768907446413884e+00
5.000000000000000000e+00	1.200000000000000000e+01	1.000000000000000000e+00	1.655217418420964925e+00
5.000000000000000000e+00	1.300000000000000000e+01	1.000000000000000000e+00	1.620636763891265097e+00
6.000000000000000000e+00	1.300000000000000000e+01	1.000000000000000000e+00	2.582573211966598059e+00
7.000000000000000000e+00	8.000000000000000000e+00	1.000000000000000000e+00	2.039178275246245509e+00
8.000000000000000000e+00	1.400000000000000000e+01	1.000000000000000000e+00	1.905173104111220761e+00
8.000000000000000000e+00	1.500000000000000000e+01	1.000000000000000000e+00	1.877231770829570490e+00
8.000000000000000000e+00	1.600000000000000000e+01	1.000000000000000000e+00	2.498562650544679187e+00
9.000000000000000000e+00	1.600000000000000000e+01	1.000000000000000000e+00	1.764953579967964092e+00
9.000000000000000000e+00	1.700000000000000000e+01	1.000000000000000000e+00	1.657642775787508516e+00
1.000000000000000000e+01	1.100000000000000000e+01	1.000000000000000000e+00	2.232302793797721563e+00
1.100000000000000000e+01	1.700000000000000000e+01	1.000000000000000000e+00	1.943663688967535386e+00
1.100000000000000000e+01	1.800000000000000000e+01	1.000000000000000000e+00	2.386017670226384002e+00
1.100000000000000000e+01	1.900000000000000000e+01	1.000000000000000000e+00	2.537105930078944915e+00
1.200000000000000000e+01	1.900000000000000000e+01	1.000000000000000000e+00	2.077522366831808576e+00
1.300000000000000000e+01	1.900000000000000000e+01	1.000000000000000000e+00	1.844915446059489206e+00
1.300000000000000000e+01	2.000000000000000000e+01	1.000000000000000000e+00	2.346993678481736900e+00
1.400000000000000000e+01	2.100000000000000000e+01	1.000000000000000000e+00	2.459087939491203301e+00
1.500000000000000000e+01	2.100000000000000000e+01	1.000000000000000000e+00	1.671855517759023524e+00
1.500000000000000000e+01	1.600000000000000000e+01	1.000000000000000000e+00	2.389288994959975376e+00
1.500000000000000000e+01	2.300000000000000000e+01	1.000000000000000000e+00	2.548514961549794400e+00
1.600000000000000000e+01	2.300000000000000000e+01	1.000000000000000000e+00	1.979639048978201421e+00
1.600000000000000000e+01	2.400000000000000000e+01	1.000000000000000000e+00	1.654632857154678671e+00
1.700000000000000000e+01	1.800000000000000000e+01	1.000000000000000000e+00	1.659621498406250062e+00
1.800000000000000000e+01	2.400000000000000000e+01	1.000000000000000000e+00	1.961274352443028279e+00
1.800000000000000000e+01	2.500000000000000000e+01	1.000000000000000000e+00	1.720115228808912988e+00
1.900000000000000000e+01	2.500000000000000000e+01	1.000000000000000000e+00	1.975110643123399790e+00
